,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,customer_percentage_by_state,total_charge,total_calls,total_minutes,day_charge_per_call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
1016,SC,41,415,0,0,0,143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1,0,0.029,48.0,338.0,499.0,0.209,0.12,0.08,0.773,1.227,1.411,1.767,2.867,0.17,0.085,0.045,0.27,0.509,0.27,0.182,0.048
1017,GA,132,415,0,0,0,176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,2,0,0.06,61.0,336.0,606.0,0.228,0.259,0.066,0.615,1.339,3.051,1.469,2.275,0.17,0.085,0.045,0.27,0.492,0.34,0.13,0.04
1018,WY,76,415,0,0,0,263.4,148,44.78,230.3,69,19.58,170.6,101,7.68,11.4,5,3.08,1,1,0.003,75.0,323.0,676.0,0.303,0.284,0.076,0.616,1.78,3.338,1.689,2.28,0.17,0.085,0.045,0.27,0.597,0.261,0.102,0.041
1019,WV,13,415,0,0,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,0,0.01,50.0,265.0,523.0,0.336,0.137,0.102,1.017,1.978,1.614,2.257,3.767,0.17,0.085,0.045,0.27,0.498,0.252,0.195,0.061
1020,HI,115,415,0,1,33,145.0,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,2,0,0.008,56.0,370.0,596.0,0.342,0.105,0.079,1.277,2.014,1.239,1.756,4.733,0.17,0.085,0.045,0.27,0.44,0.295,0.195,0.068
1021,WV,67,408,0,0,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,0,0.01,50.0,243.0,454.0,0.314,0.207,0.07,0.189,1.844,2.43,1.554,0.7,0.17,0.085,0.045,0.27,0.571,0.285,0.099,0.045
1022,LA,154,510,0,0,0,166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,0,0,0.026,52.0,290.0,518.0,0.287,0.136,0.096,0.388,1.686,1.597,2.128,1.44,0.17,0.085,0.045,0.269,0.546,0.253,0.164,0.037
1023,AR,100,510,0,0,0,142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,2,0,0.017,48.0,300.0,468.0,0.279,0.189,0.047,0.264,1.638,2.224,1.044,0.975,0.17,0.085,0.045,0.271,0.505,0.346,0.114,0.044
1024,AK,146,510,1,0,0,133.0,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1,0,0.004,58.0,289.0,621.0,0.348,0.24,0.075,1.007,2.046,2.826,1.674,3.733,0.17,0.085,0.045,0.27,0.39,0.385,0.166,0.052
1025,DC,148,415,0,1,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,0,0.004,82.0,317.0,812.0,0.333,0.275,0.119,3.32,1.96,3.231,2.655,12.3,0.17,0.085,0.045,0.27,0.524,0.295,0.144,0.04
1026,AL,67,415,0,1,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2,0,0.028,51.0,283.0,556.0,0.172,0.339,0.063,1.35,1.011,3.989,1.4,5.0,0.17,0.085,0.045,0.27,0.317,0.485,0.141,0.053
1027,UT,161,510,1,0,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,1,0.018,69.0,341.0,711.0,0.311,0.202,0.089,3.48,1.832,2.375,1.976,12.9,0.17,0.085,0.045,0.27,0.478,0.307,0.166,0.05
1028,KS,70,415,0,0,0,222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0.0,0,0.0,1,0,0.016,66.0,349.0,662.0,0.332,0.162,0.082,0.0,1.954,1.911,1.832,0.0,0.17,0.085,0.045,0.0,0.574,0.278,0.152,0.0
1029,MN,116,510,0,0,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,0,0.032,69.0,312.0,676.0,0.418,0.207,0.078,0.892,2.461,2.437,1.739,3.3,0.17,0.085,0.045,0.27,0.497,0.285,0.147,0.065
1030,VA,99,415,0,1,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2,1,0.048,69.0,333.0,673.0,0.294,0.19,0.097,0.627,1.728,2.234,2.155,2.325,0.17,0.085,0.045,0.27,0.532,0.286,0.141,0.036
1031,UT,87,415,0,0,0,146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1,0,0.018,48.0,285.0,491.0,0.23,0.143,0.114,0.159,1.355,1.684,2.538,0.589,0.17,0.085,0.045,0.27,0.518,0.304,0.157,0.03
1032,IN,87,510,0,0,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,0,0.038,64.0,274.0,590.0,0.47,0.132,0.099,0.514,2.762,1.548,2.197,1.9,0.17,0.085,0.045,0.271,0.624,0.187,0.144,0.04
1033,CT,70,408,0,0,0,198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,2,0,0.02,62.0,337.0,594.0,0.304,0.158,0.073,0.477,1.789,1.86,1.63,1.767,0.17,0.085,0.045,0.27,0.545,0.293,0.124,0.046
1034,DE,131,408,0,0,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,0,0.005,46.0,298.0,502.0,0.201,0.181,0.075,0.393,1.18,2.13,1.664,1.456,0.17,0.085,0.045,0.27,0.349,0.397,0.176,0.077
1035,VT,119,510,0,0,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,0,0.004,61.0,299.0,577.0,0.437,0.162,0.065,2.7,2.573,1.908,1.452,10.0,0.17,0.085,0.045,0.27,0.531,0.3,0.119,0.044
1036,MO,119,408,0,1,32,142.6,77,24.24,208.2,126,17.7,171.0,102,7.69,12.0,2,3.24,3,0,0.034,53.0,307.0,534.0,0.315,0.14,0.075,1.62,1.852,1.652,1.676,6.0,0.17,0.085,0.045,0.27,0.457,0.334,0.145,0.061
1037,RI,87,510,1,0,0,134.2,80,22.81,165.0,71,14.03,173.1,102,7.79,10.7,5,2.89,0,0,0.006,48.0,258.0,483.0,0.285,0.198,0.076,0.578,1.677,2.324,1.697,2.14,0.17,0.085,0.045,0.27,0.475,0.292,0.162,0.06
1038,CA,112,415,0,0,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,1,0.222,39.0,317.0,387.0,0.207,0.068,0.084,1.27,1.216,0.797,1.858,4.7,0.17,0.085,0.045,0.27,0.488,0.248,0.169,0.098
1039,RI,75,415,0,0,0,122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,2,0,0.006,53.0,286.0,606.0,0.235,0.173,0.129,1.445,1.38,2.032,2.873,5.35,0.17,0.085,0.045,0.27,0.394,0.339,0.222,0.055
1040,CT,150,510,0,0,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,0,0.02,64.0,304.0,658.0,0.418,0.179,0.092,0.496,2.458,2.104,2.04,1.84,0.17,0.085,0.045,0.27,0.503,0.293,0.168,0.039
1041,IN,161,510,0,1,38,240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,0,0,0.038,72.0,332.0,664.0,0.365,0.168,0.083,0.725,2.146,1.978,1.84,2.683,0.17,0.085,0.045,0.27,0.568,0.238,0.129,0.06
1042,FL,91,510,1,1,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,0,0.12,45.0,376.0,527.0,0.142,0.122,0.081,0.89,0.835,1.433,1.81,3.3,0.17,0.085,0.045,0.27,0.353,0.346,0.241,0.059
1043,KS,124,415,0,0,0,158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,3,0,0.016,56.0,293.0,559.0,0.259,0.233,0.078,0.344,1.525,2.743,1.724,1.275,0.17,0.085,0.045,0.27,0.481,0.321,0.144,0.049
1044,NY,94,510,1,0,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0,0.109,60.0,300.0,492.0,0.379,0.142,0.043,0.485,2.231,1.67,0.959,1.8,0.17,0.085,0.045,0.269,0.689,0.208,0.071,0.032
1045,TX,217,408,0,0,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,0,0.163,60.0,353.0,651.0,0.261,0.105,0.129,0.837,1.534,1.241,2.865,3.1,0.17,0.085,0.045,0.27,0.5,0.225,0.23,0.042
1046,RI,158,510,0,0,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0,0,0.006,70.0,317.0,703.0,0.291,0.191,0.14,0.346,1.712,2.243,3.111,1.28,0.17,0.085,0.045,0.27,0.536,0.294,0.15,0.025
1047,NV,102,415,0,0,0,144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,0,0,0.017,59.0,281.0,636.0,0.282,0.177,0.166,0.274,1.66,2.082,3.688,1.014,0.17,0.085,0.045,0.27,0.416,0.384,0.166,0.033
1048,UT,85,510,0,0,0,212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,0,0,0.018,65.0,329.0,612.0,0.337,0.188,0.063,0.693,1.984,2.217,1.408,2.567,0.17,0.085,0.045,0.27,0.555,0.299,0.113,0.032
1049,OK,79,510,0,0,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,0,0.022,52.0,290.0,564.0,0.347,0.138,0.102,0.252,2.042,1.625,2.273,0.933,0.17,0.085,0.045,0.27,0.481,0.271,0.21,0.044
1050,MN,139,510,0,1,25,96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,2,0,0.032,43.0,276.0,470.0,0.146,0.217,0.097,0.348,0.859,2.556,2.168,1.29,0.17,0.085,0.045,0.27,0.38,0.354,0.19,0.081
1051,NC,103,415,0,0,0,263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,0,0,0.059,72.0,301.0,668.0,0.379,0.221,0.086,1.39,2.232,2.596,1.917,5.15,0.17,0.085,0.045,0.27,0.622,0.211,0.134,0.039
1052,OR,98,415,1,0,0,12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1,0,0.024,34.0,254.0,446.0,0.032,0.242,0.087,0.231,0.187,2.851,1.925,0.856,0.17,0.085,0.045,0.27,0.063,0.641,0.224,0.061
1053,NH,78,408,0,0,0,162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,2,0,0.008,57.0,305.0,605.0,0.238,0.19,0.108,0.91,1.399,2.237,2.406,3.367,0.17,0.085,0.045,0.27,0.484,0.287,0.19,0.048
1054,AK,50,408,0,0,0,183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1,0,0.004,48.0,327.0,453.0,0.292,0.042,0.092,0.783,1.716,0.497,2.046,2.9,0.17,0.085,0.045,0.27,0.65,0.104,0.19,0.049
1055,OR,161,415,0,0,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,0,0.024,51.0,275.0,471.0,0.278,0.145,0.079,1.15,1.634,1.703,1.764,4.25,0.17,0.085,0.045,0.271,0.594,0.244,0.121,0.045
1056,KS,67,408,0,0,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,0,0.016,54.0,345.0,508.0,0.339,0.068,0.077,0.63,1.994,0.8,1.702,2.333,0.17,0.085,0.045,0.27,0.634,0.154,0.169,0.035
1057,WV,86,415,0,1,38,123.0,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1,0,0.01,42.0,384.0,408.0,0.132,0.096,0.06,0.897,0.778,1.125,1.342,3.325,0.17,0.085,0.045,0.27,0.498,0.271,0.148,0.085
1058,GA,92,510,0,0,0,208.0,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,0,0,0.06,58.0,304.0,492.0,0.283,0.222,0.035,0.387,1.664,2.617,0.788,1.433,0.17,0.085,0.045,0.27,0.61,0.292,0.059,0.04
1059,NM,174,415,0,0,0,239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1,0,0.012,64.0,315.0,542.0,0.565,0.129,0.041,0.793,3.322,1.52,0.91,2.933,0.17,0.085,0.045,0.27,0.635,0.25,0.074,0.037
1060,OH,124,510,0,0,0,193.0,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1,0,0.065,52.0,303.0,471.0,0.338,0.077,0.075,1.377,1.99,0.907,1.662,5.1,0.17,0.085,0.045,0.27,0.631,0.147,0.15,0.079
1061,ND,132,415,0,1,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0,0.004,61.0,291.0,603.0,0.294,0.199,0.102,0.309,1.728,2.339,2.274,1.144,0.17,0.085,0.045,0.27,0.486,0.342,0.128,0.046
1062,RI,190,415,0,1,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0,0.006,43.0,265.0,448.0,0.279,0.141,0.077,0.89,1.644,1.658,1.7,3.3,0.17,0.085,0.045,0.27,0.461,0.288,0.183,0.062
1063,HI,101,510,0,0,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1,0,0.008,42.0,349.0,496.0,0.126,0.123,0.094,1.445,0.739,1.442,2.078,5.35,0.17,0.085,0.045,0.27,0.38,0.304,0.258,0.069
1064,WY,185,415,1,1,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,0,0.003,51.0,328.0,544.0,0.23,0.095,0.111,1.16,1.352,1.12,2.461,4.3,0.17,0.085,0.045,0.27,0.514,0.198,0.228,0.068
1065,NY,68,415,0,1,29,239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,0,0,0.109,68.0,263.0,621.0,0.497,0.165,0.108,0.445,2.921,1.941,2.397,1.65,0.17,0.085,0.045,0.27,0.599,0.255,0.111,0.039
1066,KS,117,510,0,1,25,216.0,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,0,0,0.016,71.0,325.0,720.0,0.262,0.276,0.108,0.797,1.543,3.248,2.392,2.95,0.17,0.085,0.045,0.27,0.517,0.268,0.17,0.045
1067,LA,118,408,0,0,0,187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1,0,0.026,61.0,289.0,611.0,0.328,0.17,0.108,0.548,1.932,1.998,2.406,2.033,0.17,0.085,0.045,0.27,0.522,0.248,0.172,0.054
1068,PA,124,415,0,0,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,0,0.071,56.0,382.0,520.0,0.239,0.139,0.043,0.556,1.407,1.631,0.953,2.06,0.17,0.085,0.045,0.27,0.508,0.354,0.088,0.05
1069,NV,22,510,0,0,0,160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1,0,0.017,58.0,315.0,584.0,0.252,0.211,0.075,0.845,1.485,2.478,1.677,3.125,0.17,0.085,0.045,0.27,0.47,0.32,0.15,0.058
1070,MN,75,415,0,0,0,143.2,92,24.34,209.1,142,17.77,173.0,96,7.79,11.9,9,3.21,1,0,0.032,53.0,339.0,537.0,0.265,0.125,0.081,0.357,1.557,1.473,1.802,1.322,0.17,0.085,0.045,0.27,0.459,0.335,0.147,0.061
1071,PA,134,408,0,0,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,0,0.071,65.0,393.0,630.0,0.286,0.132,0.075,0.15,1.683,1.552,1.674,0.556,0.17,0.085,0.045,0.27,0.537,0.314,0.124,0.021
1072,MO,164,408,0,1,25,219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1,0,0.034,56.0,253.0,435.0,0.423,0.13,0.037,0.643,2.49,1.53,0.835,2.383,0.17,0.085,0.045,0.27,0.665,0.23,0.04,0.069
1073,NY,44,510,0,0,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,0,0.109,51.0,272.0,536.0,0.316,0.127,0.126,0.512,1.86,1.489,2.803,1.9,0.17,0.085,0.045,0.27,0.477,0.283,0.19,0.04
1074,ME,177,415,0,0,0,232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,2,0,0.008,67.0,287.0,633.0,0.373,0.154,0.124,0.483,2.196,1.806,2.756,1.786,0.17,0.085,0.045,0.27,0.591,0.222,0.143,0.05
1075,NH,110,408,0,0,0,162.0,81,27.54,247.5,89,21.04,155.5,99,7.0,8.9,8,2.4,0,0,0.008,58.0,277.0,574.0,0.34,0.236,0.071,0.3,2.0,2.781,1.571,1.112,0.17,0.085,0.045,0.27,0.475,0.363,0.121,0.041
1076,WY,53,415,0,1,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,0,0.003,34.0,286.0,467.0,0.037,0.183,0.16,0.251,0.218,2.151,3.564,0.929,0.17,0.085,0.045,0.271,0.129,0.516,0.302,0.052
1077,NY,108,415,0,0,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1,0.109,51.0,288.0,528.0,0.213,0.111,0.148,1.04,1.254,1.306,3.285,3.85,0.17,0.085,0.045,0.27,0.514,0.187,0.217,0.082
1078,ME,80,408,0,0,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,1,0.008,83.0,339.0,714.0,0.485,0.199,0.06,0.226,2.852,2.337,1.324,0.837,0.17,0.085,0.045,0.27,0.66,0.227,0.088,0.022
1079,MN,158,408,0,0,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1,0,0.032,66.0,290.0,649.0,0.319,0.229,0.102,0.737,1.874,2.699,2.258,2.733,0.17,0.085,0.045,0.27,0.541,0.285,0.143,0.033
1080,OH,114,415,0,0,0,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,0,0.065,57.0,284.0,587.0,0.37,0.191,0.084,0.0,2.176,2.246,1.867,0.0,0.17,0.085,0.045,0.0,0.571,0.261,0.174,0.0
1081,NC,64,408,0,1,19,291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1,0,0.059,81.0,342.0,744.0,0.33,0.157,0.147,1.015,1.941,1.843,3.27,3.75,0.17,0.085,0.045,0.271,0.611,0.238,0.122,0.025
1082,SD,88,415,0,0,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,0,0.005,66.0,266.0,615.0,0.319,0.216,0.119,3.19,1.875,2.544,2.635,11.8,0.17,0.085,0.045,0.27,0.555,0.278,0.117,0.048
1083,UT,82,510,1,0,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0,0.018,65.0,280.0,610.0,0.351,0.209,0.092,0.558,2.067,2.456,2.036,2.067,0.17,0.085,0.045,0.27,0.546,0.279,0.121,0.052
1084,KY,111,415,0,0,0,255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,3,0,0.025,72.0,315.0,644.0,0.448,0.134,0.092,0.664,2.638,1.582,2.039,2.46,0.17,0.085,0.045,0.27,0.604,0.241,0.107,0.046
1085,MT,60,408,0,0,0,252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,2,0,0.006,70.0,322.0,596.0,0.443,0.155,0.049,0.837,2.605,1.827,1.099,3.1,0.17,0.085,0.045,0.27,0.614,0.268,0.071,0.048
1086,NJ,113,408,0,0,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0,0.05,56.0,308.0,633.0,0.312,0.197,0.09,0.31,1.835,2.313,2.002,1.15,0.17,0.085,0.045,0.27,0.401,0.376,0.198,0.033
1087,FL,109,408,0,0,0,217.0,115,36.89,207.0,142,17.6,268.0,106,12.06,8.2,4,2.21,1,0,0.12,69.0,367.0,700.0,0.321,0.124,0.114,0.552,1.887,1.458,2.528,2.05,0.17,0.085,0.045,0.27,0.535,0.255,0.175,0.032
1088,IN,105,510,0,1,42,101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,0,0,0.038,51.0,255.0,580.0,0.219,0.195,0.141,1.74,1.29,2.3,3.138,6.45,0.17,0.085,0.045,0.27,0.34,0.372,0.213,0.068
1089,DE,85,510,0,0,0,211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,2,0,0.005,63.0,323.0,574.0,0.36,0.178,0.056,0.897,2.115,2.098,1.254,3.325,0.17,0.085,0.045,0.27,0.571,0.249,0.117,0.057
1090,AL,131,510,0,0,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,0,0.028,53.0,253.0,527.0,0.303,0.208,0.089,0.937,1.784,2.451,1.981,3.467,0.17,0.085,0.045,0.27,0.492,0.318,0.14,0.053
1091,ME,59,510,0,0,0,166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10.0,3,2.7,2,0,0.008,57.0,293.0,539.0,0.298,0.234,0.051,0.9,1.751,2.751,1.141,3.333,0.17,0.085,0.045,0.27,0.496,0.357,0.097,0.047
1092,SD,148,408,0,0,0,185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1,0,0.005,56.0,300.0,530.0,0.362,0.151,0.071,0.198,2.129,1.775,1.587,0.731,0.17,0.085,0.045,0.271,0.562,0.259,0.133,0.046
1093,VA,210,408,0,0,0,104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,2,0,0.048,44.0,267.0,516.0,0.147,0.179,0.171,0.22,0.864,2.106,3.807,0.812,0.17,0.085,0.045,0.271,0.404,0.289,0.261,0.04
1094,AK,115,415,0,0,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0,0.004,67.0,296.0,641.0,0.397,0.124,0.14,0.242,2.335,1.459,3.107,0.9,0.17,0.085,0.045,0.269,0.622,0.202,0.154,0.029
1095,ID,106,510,0,0,0,274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6.0,3,1.62,1,0,0.01,72.0,267.0,640.0,0.389,0.206,0.117,0.54,2.287,2.422,2.594,2.0,0.17,0.085,0.045,0.27,0.648,0.234,0.101,0.022
1096,RI,93,415,0,0,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,0,0.006,53.0,325.0,610.0,0.214,0.164,0.098,0.957,1.262,1.935,2.177,3.55,0.17,0.085,0.045,0.27,0.316,0.4,0.211,0.072
1097,KY,57,415,0,1,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13.0,2,3.51,1,0,0.025,81.0,326.0,768.0,0.393,0.174,0.121,1.755,2.313,2.047,2.678,6.5,0.17,0.085,0.045,0.27,0.587,0.234,0.14,0.043
1098,ND,98,510,0,0,0,187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1,0,0.004,58.0,348.0,570.0,0.251,0.189,0.063,0.345,1.474,2.223,1.409,1.275,0.17,0.085,0.045,0.271,0.549,0.287,0.141,0.024
1099,HI,157,415,0,0,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,0,0.008,68.0,297.0,596.0,0.494,0.118,0.086,0.147,2.907,1.393,1.919,0.55,0.17,0.085,0.045,0.268,0.69,0.207,0.1,0.009
1100,WI,116,415,0,1,35,200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1,0,0.033,69.0,297.0,696.0,0.328,0.261,0.096,0.56,1.927,3.065,2.145,2.075,0.17,0.085,0.045,0.27,0.494,0.336,0.14,0.032
1101,WV,30,510,0,0,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2,0,0.01,59.0,311.0,596.0,0.287,0.17,0.091,0.615,1.691,2.0,2.024,2.275,0.17,0.085,0.045,0.27,0.468,0.352,0.137,0.042
1102,NJ,111,510,0,0,0,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1,0.05,51.0,270.0,504.0,0.235,0.156,0.115,1.42,1.382,1.836,2.544,5.25,0.17,0.085,0.045,0.27,0.59,0.171,0.189,0.056
1103,KS,52,415,0,0,0,165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,0,0,0.016,59.0,297.0,597.0,0.361,0.196,0.077,0.548,2.122,2.309,1.723,2.033,0.17,0.085,0.045,0.27,0.477,0.296,0.163,0.056
1104,AL,72,415,0,0,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0,0.028,64.0,302.0,600.0,0.398,0.143,0.09,0.562,2.342,1.679,2.007,2.08,0.17,0.085,0.045,0.27,0.579,0.252,0.128,0.044
1105,NJ,135,510,0,1,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,4,3.48,2,1,0.05,66.0,352.0,616.0,0.342,0.179,0.053,0.87,2.014,2.107,1.182,3.225,0.17,0.085,0.045,0.27,0.519,0.317,0.106,0.053
1106,NC,86,510,0,0,0,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0,0.059,62.0,339.0,639.0,0.282,0.117,0.131,0.546,1.657,1.382,2.904,2.02,0.17,0.085,0.045,0.27,0.522,0.246,0.188,0.044
1107,DE,98,415,0,1,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0,0.005,58.0,269.0,546.0,0.315,0.181,0.097,0.494,1.855,2.126,2.162,1.829,0.17,0.085,0.045,0.27,0.527,0.277,0.127,0.06
1108,WY,151,510,0,0,0,235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,3,0,0.003,58.0,313.0,535.0,0.386,0.075,0.083,0.785,2.268,0.886,1.834,2.9,0.17,0.085,0.045,0.271,0.691,0.118,0.165,0.027
1109,ID,118,415,0,0,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,0,0.01,51.0,328.0,543.0,0.213,0.265,0.06,2.13,1.254,3.118,1.341,7.9,0.17,0.085,0.045,0.27,0.468,0.312,0.184,0.042
1110,NY,117,415,0,0,0,144.6,115,24.58,258.8,66,22.0,253.2,113,11.39,7.4,9,2.0,2,0,0.109,60.0,303.0,664.0,0.214,0.333,0.101,0.222,1.257,3.921,2.241,0.822,0.17,0.085,0.045,0.27,0.41,0.367,0.19,0.033
1111,MO,55,510,0,0,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0,0.034,58.0,292.0,573.0,0.321,0.102,0.128,0.77,1.89,1.197,2.852,2.85,0.17,0.085,0.045,0.27,0.554,0.174,0.192,0.08
1112,ID,82,408,0,0,0,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0,0.01,48.0,292.0,574.0,0.185,0.127,0.147,1.795,1.086,1.496,3.273,6.65,0.17,0.085,0.045,0.27,0.358,0.276,0.285,0.075
